o:id,o:resource_template,o:resource_class,o:owner,o:is_public,dcterms:title,dcterms:creator,dcterms:description,dcterms:date,dcterms:type,dcterms:identifier,dcterms:language,dcterms:rights,dcterms:alternative,dcterms:isReplacedBy,dcterms:replaces,dcterms:isPartOf,dcterms:isReferencedBy,dcterms:rightsHolder,bibo:authorList,bibo:cites,bibo:identifier,bibo:issn,bibo:pageEnd,bibo:pageStart,bibo:shortDescription,bibo:shortTitle,bibo:volume,foaf:gender,foaf:membershipClass,cidoc-crm:P7_took_place_at,cidoc-crm:P104_is_subject_to,cidoc-crm:P4_has_time-span,cidoc-crm:P53_has_former_or_current_location,cidoc-crm:P48_has_preferred_identifier,cidoc-crm:P108_has_produced,cidoc-crm:P152_has_parent,cidoc-crm:P107_has_current_or_former_member,cidoc-crm:P143_joined,cidoc-crm:P75_possesses,cidoc-crm:P14_carried_out_by,cidoc-crm:P12_occurred_in_the_presence_of,cidoc-crm:P104i_applies_to,cidoc-crm:P30_transferred_custody_of,cidoc-crm:P11_had_participant,cidoc-crm:P126_employed,cidoc-crm:P107i_is_current_or_former_member_of,cidoc-crm:P138_represents,cidoc-crm:P51_has_former_or_current_owner,cidoc-crm:P67_refers_to,cidoc-crm:P53i_is_former_or_current_location_of,cidoc-crm:P1_is_identified_by,cidoc-crm:P93i_was_taken_out_of_existence_by,cidoc-crm:P149_is_identified_by,cidoc-crm:P167_was_at,cidoc-crm:P29_custody_received_by,cidoc-crm:P19_was_intended_use_of,cidoc-crm:P139_has_alternative_form,cidoc-crm:P22_transferred_title_to,cidoc-crm:P131_is_identified_by,cidoc-crm:P102_has_title,cidoc-crm:P8_took_place_on_or_within,cidoc-crm:P8i_witnessed,cidoc-crm:P27i_was_origin_of,cidoc-crm:P7i_witnessed,cidoc-crm:P2_has_type,cidoc-crm:P50_has_current_keeper,cidoc-crm:P23_transferred_title_from,cidoc-crm:P129_is_about,cidoc-crm:P159_occupied,cidoc-crm:P69_has_association_with,cidoc-crm:P168_place_is_defined_by,cidoc-crm:P3_has_note,cidoc-crm:P82a_begin_of_the_begin,cidoc-crm:P82b_end_of_the_end,cidoc-crm:P167_was_within,cidoc-crm:P175i_starts_after_or_with_the_start_of,cidoc-crm:P184_ends_before_or_with_the_end_of
31171,Place,cidoc-crm:E48_Place_Name,steven.teasdale@alumni.utoronto.ca,true,,,"The island of Sicily.",,,defd8f8c-220a-4214-b782-1b4cd916adda,,,,,,,"https://en.wikipedia.org/wiki/History_of_Sicily Sicily (Wikipedia)",,,,,,,,,,,,,,,,"http://www.geonames.org/2523118 Sicily",Sicily,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
31167,Place,cidoc-crm:E48_Place_Name,steven.teasdale@alumni.utoronto.ca,true,,,,,,6470db4a-fcd2-4cbf-b10a-a49b08632235,,,,,,,"https://it.wikipedia.org/wiki/Coronata_(Genova) Coronata (Wikipedia)",,,,,,,,,,,,,,,,"http://www.geonames.org/3178029 Coronata",Coronata,,,,,,,,,,,,,,,,,,,,,,,"de Coronto | de Coronato",,,,,,,,,,,,,,,,,,,,
31160,Place,cidoc-crm:E48_Place_Name,steven.teasdale@alumni.utoronto.ca,true,,,,,,b12865ec-165f-4e75-abc1-c61f098dc9c6,,,,,,,"https://en.wikipedia.org/wiki/Lipari Lipari (Wikipedia)",,,,,,,,,,,,,,,,"http://www.geonames.org/2524378 Lipari",Lipari,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
31157,Place,cidoc-crm:E48_Place_Name,steven.teasdale@alumni.utoronto.ca,true,,,,,,c929cf97-77bd-4a93-8117-87ff1a750bb5,,,,,,,"https://it.wikipedia.org/wiki/Lerma_(Italia) Lerma (Wikipedia)",,,,,,,,,,,,,,,,"http://www.geonames.org/3174853 Lerma",Lerma,,,,,,,,,,,,,,,,,,,,,,,"The commune of Lerma was incorporated into the Republic of Genoa in 1282 as a fiefdom for a succession of Genoese nobles.",,,,,,,,,,,,,,,,,,,,
31155,Place,cidoc-crm:E48_Place_Name,steven.teasdale@alumni.utoronto.ca,true,,,,,,c87aeca3-3508-45b5-a2b9-020c34e1023a,,,,,,,"https://it.wikipedia.org/wiki/Sacca_(Esine) Sacca (Wikipedia)",,,,,,,,,,,,,,,,"http://www.geonames.org/8949239 Sacca",Sacca,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
31153,Place,cidoc-crm:E48_Place_Name,steven.teasdale@alumni.utoronto.ca,true,,,,,,6b9274fc-029b-4227-933c-15f1c8c8e717,,,,,,,"https://en.wikipedia.org/wiki/Bermeo Bermeo (Wikipedia)",,,,,,,,,,,,,,,,"http://www.geonames.org/3128174 Bermeo",Bermeo,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
31141,Place,cidoc-crm:E48_Place_Name,steven.teasdale@alumni.utoronto.ca,true,,,,,,bc13fa87-d35f-4960-af07-7258386536bf,,,,,,,"https://it.wikipedia.org/wiki/Scandiano Scandiano (Wikipedia)",,,,,,,,,,,,,,,,"http://www.geonames.org/3166989 Scandiano",Scandiano,,,,,,,,,,,,,,,,,,,,,,,Scandriano,,,,,,,,,,,,,,,,,,,,
31134,Place,cidoc-crm:E48_Place_Name,steven.teasdale@alumni.utoronto.ca,true,,,,,,448a37b6-6a54-4337-aa50-c4e9a3aa9754,,,,,,,"https://it.wikipedia.org/wiki/Arcola Arcola (Wikipediaa)",,,,,,,,,,,,,,,,"http://www.geonames.org/3182908 Arcola",Arcola,,,,,,,,,,,,,,,,,,,,,,,"de Arziola",,,,,,,,,,,,,,,,,,,,
31131,Place,cidoc-crm:E48_Place_Name,steven.teasdale@alumni.utoronto.ca,true,,,,,,a6f8ca7e-a5ce-4973-8c86-fc380f5db6f8,,,,,,,"https://it.wikipedia.org/wiki/Ventimiglia Ventimiglia (Wikipedia)",,,,,,,,,,,,,,,,"http://www.geonames.org/3164582 Ventimiglia",Ventimiglia,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
31129,Place,cidoc-crm:E48_Place_Name,steven.teasdale@alumni.utoronto.ca,true,,,"Canari is a commune in Corsica which was under Genoese colonial administration during the late medieval and early modern eras.",,,25e84031-f5d6-4aae-9843-93b39cbfc9a6,,,,,,,"https://it.wikipedia.org/wiki/Canari Canari (Wikipedia)",,,,,,,,,,,,,,,,"http://www.geonames.org/3028875 Canari",Canari,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
31124,Place,cidoc-crm:E48_Place_Name,steven.teasdale@alumni.utoronto.ca,true,,,,,,14f1fbc4-7608-4d03-8c6e-67fb71f04a4a,,,,,,,"https://it.wikipedia.org/wiki/Rivarolo_(Genova) Rivarolo (Wikipedia)",,,,,,,,,,,,,,,,"http://www.geonames.org/3169251 Rivarolo Ligure",Rivarolo,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
31122,Place,cidoc-crm:E48_Place_Name,steven.teasdale@alumni.utoronto.ca,true,,,,,,2361c168-55ee-4765-8d49-531c81fc924e,,,,,,,"https://en.wikipedia.org/wiki/Vigevano Vigevano (Wikipedia)",,,,,,,,,,,,,,,,"http://www.geonames.org/3164376 Vigevano",Vigevano,,,,,,,,,,,,,,,,,,,,,,,"de Viglevano",,,,,,,,,,,,,,,,,,,,
31119,Place,cidoc-crm:E48_Place_Name,steven.teasdale@alumni.utoronto.ca,true,,,,,,aa364208-813e-425e-8545-12c010eeac7f,,,,,,,"https://en.wikipedia.org/wiki/Deba,_Gipuzkoa Deba (Wikipedia)",,,,,,,,,,,,,,,,"http://www.geonames.org/3123910 Deba",Deba,,,,,,,,,,,,,,,,,,,,,,,"de Villadeva regni bischaie",,,,27680,,,,,,,,,,,,,,,,
31116,Place,cidoc-crm:E48_Place_Name,steven.teasdale@alumni.utoronto.ca,true,,,"The identifier of Germany (or German) in the Genoese sources of the late medieval and early modern era refers approximately to the German speaking peoples living in the Holy Roman Empire. ",,,7c2aff1c-8f21-4b7e-bbd6-11c885f96e8e,,,,,,,"https://en.wikipedia.org/wiki/History_of_Germany Germany (Wikpedia)",,,,,,,,,,,,,,,,"http://www.geonames.org/2921044 Germany",Germany,,,,,,,,,,,,,,,,,,,,,,,alamanus,,,,,,,,,,,,,,,,,,,,
31114,Place,cidoc-crm:E48_Place_Name,steven.teasdale@alumni.utoronto.ca,true,,,,,,7525044b-3103-435b-ac1b-e2b781290f7b,,,,,,,"https://en.wikipedia.org/wiki/History_of_Marseille Marseille (Wikepedia)",,,,,,,,,,,,,,,,"http://www.geonames.org/2995469 Marseille",Marseille,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
31112,Place,cidoc-crm:E48_Place_Name,steven.teasdale@alumni.utoronto.ca,true,,,"The commune of Toirano was incorporated into the Republic of Genoa in 1385.",,,cb146524-ab5d-4a1e-806a-fdada7c6f99a,,,,,,,"https://it.wikipedia.org/wiki/Toirano Toirano (Wikipedia)",,,,,,,,,,,,,,,,"http://www.geonames.org/3165601 Toirano",Toirano,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
31110,Place,cidoc-crm:E48_Place_Name,steven.teasdale@alumni.utoronto.ca,true,,,,,,29349ccd-968d-4786-8214-910b8832f311,,,,,,,"https://it.wikipedia.org/wiki/Molassana Molassana (Wikipedia)",,,,,,,,,,,,,,,,"http://www.geonames.org/7603203 Molassana","Molassana ",,,,,,,,,,,,,,,,,,,,,,,"The commune of Molassana  was incorporated into the Republic of Genoa in 1296.",,,,,,,,,,,,,,,,,,,,
31107,Place,cidoc-crm:E48_Place_Name,steven.teasdale@alumni.utoronto.ca,true,,,,,,cb964478-9869-42a1-88e1-41c27e93e05d,,,,,,,"https://it.wikipedia.org/wiki/Cogorno Cogorno (Wikipedia)",,,,,,,,,,,,,,,,"http://www.geonames.org/3224730 Cogorno",Cogorno,,,,,,,,,,,,,,,,,,,,,,,"de Cucurno",,,,,,,,,,,,,,,,,,,,
31105,Place,cidoc-crm:E48_Place_Name,steven.teasdale@alumni.utoronto.ca,true,,,"The commune of Busalla was a feudal domain of the Spinola family and nominally part of the Republic of Genoa from the thirteenth century.",,,bc87f32f-d145-4466-961c-7088fed726c0,,,,,,,"https://it.wikipedia.org/wiki/Busalla Busalla (Wikipedia)",,,,,,,,,,,,,,,,"http://www.geonames.org/3181383 Busalla",Busalla,,,,,,,,,,,,,,,,,,,,,,,"de Buzalla",,,,,,,,,,,,,,,,,,,,
31101,Place,cidoc-crm:E48_Place_Name,steven.teasdale@alumni.utoronto.ca,true,,,"Catania is a city on the eastern coast of Sicily. In the late medieval and early modern periods it was under the rule of the Crown of Aragon.",,,e8fee2f0-4c02-4949-a34e-448be51d9519,,,,,,,"https://en.wikipedia.org/wiki/Catania Catania (Wikipedia)",,,,,,,,,,,,,,,,"http://www.geonames.org/2525068 Catania",Catania,,,,,,,,,,,,,,,,,,,,,,,,,,,27741,,,,,,,,,,,,,,,,
31097,Place,cidoc-crm:E48_Place_Name,steven.teasdale@alumni.utoronto.ca,true,,,"de Sancto Ambroxio",,,c24dd528-1289-4ab4-9209-083c81e39b8f,,,,,,,"https://it.wikipedia.org/wiki/Sant%27Ambrogio_(Zoagli) Sant'Ambrogio (Wikipedia)",,,,,,,,,,,,,,,,"http://www.geonames.org/3224604 Sant'Ambrogio",Sant'Ambrogio,,,,,,,,,,,,,,,,,,,,,,,"The commune of Sant'Ambrogio became part of the Republic of Genoa in 1332. ",,,,,,,,,,,,,,,,,,,,
31094,Place,cidoc-crm:E48_Place_Name,steven.teasdale@alumni.utoronto.ca,true,,,,,,1352c6d1-6270-47c1-b6f0-4bf65e2ea5f5,,,,,,,"https://it.wikipedia.org/wiki/Prugiasco Prugiasco (Wikipedia)",,,,,,,,,,,,,,,,"http://www.geonames.org/2659130 Prugiasco",Prugiasco,,,,,,,,,,,,,,,,,,,,,,,"de Prozascho",,,,,,,,,,,,,,,,,,,,
31084,Place,cidoc-crm:E48_Place_Name,steven.teasdale@alumni.utoronto.ca,true,,,,,,2b822683-471f-4fbd-83bf-5921bdec4424,,,,,,,"https://it.wikipedia.org/wiki/Tolosa_(Spagna) Tolosa (Wikipedia)",,,,,,,,,,,,,,,,"http://www.geonames.org/3108008 Tolosa",Tolosa,,,,,,,,,,,,,,,,,,,,,,,"Tolosa is a town located in the Basque Region of northern Spain. Merchants from Tolosa were active trading partners with the Genoese during the fifteenth century. During this time Tolosa was part of the Principality of Catalonia.",,,,27636,,,,,,,,,,,,,,,,
31082,Place,cidoc-crm:E48_Place_Name,steven.teasdale@alumni.utoronto.ca,true,,,,,,e80d654b-95ce-4f99-8030-4dd9f7c6b646,,,,,,,"https://en.wikipedia.org/wiki/History_of_France France (Wikipedia)",,,,,,,,,,,,,,,,"http://www.geonames.org/3017382 France",France,,,,,,,,,,,,,,,,,,,,,,,"de Francia",,,,,,,,,,,,,,,,,,,,
31078,Place,cidoc-crm:E48_Place_Name,steven.teasdale@alumni.utoronto.ca,true,,,"The city of Tortosa was part of the principality of Catalonia in the late medieval and early modern era and was an active trading partner with the Republic of Genoa.",,,8b51c72d-61d6-4338-b04d-4b739ac7f8d9,,,,,,,"https://en.wikipedia.org/wiki/Tortosa Tortosa (Wikipedia)",,,,,,,,,,,,,,,,"http://www.geonames.org/3107677 Tortosa","city of Tortosa",,,,,,,,,,,,,,,,,,,,,,,"de Turtusia | Dertuxie | Dertusia | Dertusiensis",,,,27636,,,,,,,,,,,,,,,,
31072,Place,cidoc-crm:E48_Place_Name,steven.teasdale@alumni.utoronto.ca,true,,,"The commune of Arquata became a feudal possession of the Republic of Genoa in 1310. In 1873 it's name was changed to ""Arquata Scrivia"".",,,01aa979b-4eb1-4b28-8742-c74af2c73b44,,,,,,,"https://it.wikipedia.org/wiki/Arquata_Scrivia Arquata (Wikipedia)",,,,,,,,,,,,,,,,"http://www.geonames.org/3182803 Arquata Scrivia","Arquata Scrivia",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
31068,Place,cidoc-crm:E48_Place_Name,steven.teasdale@alumni.utoronto.ca,true,,,"The commune of Fiaccone became part of the Republic of Genoa in 1155. The name was changed to Fraconalto in 1927.",,,4ecd5271-5010-4ab7-a185-c4828c30e8f7,,,,,,,"https://it.wikipedia.org/wiki/Fraconalto Fraconalto (Wikipedia)",,,,,,,,,,,,,,,,"http://www.geonames.org/6542866 Fraconalto",Fiaccone,,,,,,,,,,,,,,,,,,,,,,,"Fiacono | Fiacone | Flachono",,,,,,,,,,,,,,,,,,,,
31065,Place,cidoc-crm:E48_Place_Name,steven.teasdale@alumni.utoronto.ca,true,,,"Ceva was a commune that was under the control of the Duchy of Milan during most of the later medieval and early modern Era.",,,1fed2caf-028b-4196-89e1-a0e74c8448a3,,,,,,,"https://it.wikipedia.org/wiki/Ceva Ceva (Wikpedia)",,,,,,,,,,,,,,,,"http://www.geonames.org/3178930 Ceva",Ceva,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
31063,Place,cidoc-crm:E48_Place_Name,steven.teasdale@alumni.utoronto.ca,true,,,"The commune of Gordena was a fiefdom on the Genoese Spinola family during the late medieval and early modern eras. It is now part of the province of Alessandria.",,,e1979e13-a1b3-4670-8455-e5d09bccac99,,,,,,,"https://it.wikipedia.org/wiki/Gordena Gordena (Wikipedia)",,,,,,,,,,,,,,,,"http://www.geonames.org/8976512 Gordena",Gordena,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
31055,Place,cidoc-crm:E48_Place_Name,steven.teasdale@alumni.utoronto.ca,true,,,"Ibiza is an island in the western Mediterranean. In the late medieval and early modern eras, it was part of the Kingdom of Aragon.",,,b8f931d5-7eb7-42b0-849e-176d9ec68360,,,,,,,"https://en.wikipedia.org/wiki/Ibiza Ibiza (Wikipedia)",,,,,,,,,,,,,,,,"http://www.geonames.org/2516477 Ibiza",Ibiza,,,,,,,,,,,,,,,,,,,,,,,"de Iviça",,,,,,,,,,,,,,,,,,,,
31047,Place,cidoc-crm:E48_Place_Name,steven.teasdale@alumni.utoronto.ca,true,,,"Pino became part of the Genoese colonial system in 1360.",,,1620f60d-ec9d-454d-9c0b-25c13b33f385,,,,,,,"https://en.wikipedia.org/wiki/Pino,_Haute-Corse Pino (Wikipedia)",,,,,,,,,,,,,,,,"http://www.geonames.org/2987089 Pino",Pino,,,,,,,,,,,,,,,,,,,,,,,"de Pinu",,,,,,,,,,,,,,,,,,,,
31033,Place,cidoc-crm:E48_Place_Name,steven.teasdale@alumni.utoronto.ca,true,,,"The commune of Candeasco became part of the Republic of Genoa during the fourteenth century. ",,,c07ddf1d-729b-441b-9144-23f48bb0a795,,,,,,,"https://it.wikipedia.org/wiki/Candeasco Candeasco (Wikipedia)",,,,,,,,,,,,,,,,"http://www.geonames.org/3180875 Candeasco",Candeasco,,,,,,,,,,,,,,,,,,,,,,,"de Candeasio",,,,,,,,,,,,,,,,,,,,
31031,Place,cidoc-crm:E48_Place_Name,steven.teasdale@alumni.utoronto.ca,true,,,"The commune of Coreglia was part of the Republic of Genoa during the late medieval and early modern era. The name was changed to Coreglia Ligure in 1888.",,,01fe1aea-727d-436a-8436-8f3809edb160,,,,,,,"https://it.wikipedia.org/wiki/Coreglia_Ligure Coreglia Ligure (Wikipedia)",,,,,,,,,,,,,,,,"http://www.geonames.org/6543717 Coreglia Ligure","Coreglia Ligure",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
31029,Place,cidoc-crm:E48_Place_Name,steven.teasdale@alumni.utoronto.ca,true,,,"The commune of Gavi became part of the Republic of Genoa in 1202. It is now part of the Piemonte and is officially known as Gavi Ligure.",,,fe0e9bbe-7552-40ca-89cf-bc8a1b7d1b39,,,,,,,"https://it.wikipedia.org/wiki/Gavi Gavi (Wikipedia)",,,,,,,,,,,,,,,,"http://www.geonames.org/3176269 Gavi",Gavi,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
31027,Place,cidoc-crm:E48_Place_Name,steven.teasdale@alumni.utoronto.ca,true,,,"The commune of Castiglione in Liguria became part of the Republic of Genoa in 1276. The name was changed to Castiglione Chiavarese in 1863.",,,8532102c-c9be-43aa-8ab7-adbe3cdc4985,,,,,,,"https://it.wikipedia.org/wiki/Castiglione_Chiavarese Castiglione (Wikipedia)",,,,,,,,,,,,,,,,"http://www.geonames.org/3179424 Castiglione Chiavarese",Castiglione,,,,,,,,,,,,,,,,,,,,,,,"de Castiliono",,,,,,,,,,,,,,,,,,,,
31024,Place,cidoc-crm:E48_Place_Name,steven.teasdale@alumni.utoronto.ca,true,,,"The commune of Varese became part of the Republic of Genoa in 1386. In 1862 it was renamed as Varese Ligure.",,,72c4dae8-d523-4e8e-9a11-707df3bcf12a,,,,,,,"https://it.wikipedia.org/wiki/Varese_Ligure Varese Ligure (Wikipedia)",,,,,,,,,,,,,,,,"http://www.geonames.org/3164696 Varese Ligure","Varese Ligure",,,,,,,,,,,,,,,,,,,,,,,"de Varixio",,,,,,,,,,,,,,,,,,,,
31022,Place,cidoc-crm:E48_Place_Name,steven.teasdale@alumni.utoronto.ca,true,,,"The commune of Verzi became part of the Republic of Genoa in 1385.",,,49a7d0e1-8097-4dfb-933c-45c055150df0,,,,,,,"https://it.wikipedia.org/wiki/Verzi_(Finale_Ligure) Verzi (Wikipedia)",,,,,,,,,,,,,,,,"http://www.geonames.org/8962539 Verzi",Verzi,,,,,,,,,,,,,,,,,,,,,,,"de Vertio",,,,,,,,,,,,,,,,,,,,
31020,Place,cidoc-crm:E48_Place_Name,steven.teasdale@alumni.utoronto.ca,true,,,"The commune of Petra became part of the Republic of Genoa in 1385. It was renamed Pietra Ligure in 1863.",,,f59848f3-0075-4065-8b0b-56948693720b,,,,,,,"https://it.wikipedia.org/wiki/Pietra_Ligure Pietra Ligure (Wikipedia)",,,,,,,,,,,,,,,,"http://www.geonames.org/3170797 Pietra Ligure","Petra (Pietra Ligure)",,,,,,,,,,,,,,,,,,,,,,,"de Petra",,,,,,,,,,,,,,,,,,,,
31018,Place,cidoc-crm:E48_Place_Name,steven.teasdale@alumni.utoronto.ca,true,,,"The commune of Montaldo became part of the Republic of Genoa in 1260. The commune was renamed Montalto Ligure in the nineteenth century.",,,90a24355-4c04-42f9-82cd-3b7c4f45869c,,,,,,,"https://it.wikipedia.org/wiki/Montalto_Ligure Montalto Ligure (Wikipedia)",,,,,,,,,,,,,,,,"http://www.geonames.org/3173080 Montalto Ligure","Montaldo (Montalto Ligure)",,,,,,,,,,,,,,,,,,,,,,,"de Montaldo",,,,,,,,,,,,,,,,,,,,
31016,Place,cidoc-crm:E48_Place_Name,steven.teasdale@alumni.utoronto.ca,true,,,,,,83744ca4-8c70-4a47-9df1-38af4688aae9,,,,,,,"https://it.wikipedia.org/wiki/Finale_Ligure Finale Ligure (Wikipedia)",,,,,,,,,,,,,,,,"http://www.geonames.org/3176982 Finale Ligure","Finale Ligure",,,,,,,,,,,,,,,,,,,,,,,"de Finario",,,,,,,,,,,,,,,,,,,,
31014,Place,cidoc-crm:E48_Place_Name,steven.teasdale@alumni.utoronto.ca,true,,,,,,138aec6d-e19e-4fdf-a62c-061a375a2dc4,,,,,,,,,,,,,,,,,,,,,,,"http://www.geonames.org/8971190 Canevale",Canevale,,,,,,,,,,,,,,,,,,,,,,,"de Canevali",,,,,,,,,,,,,,,,,,,,
31012,Place,cidoc-crm:E48_Place_Name,steven.teasdale@alumni.utoronto.ca,true,,,"The commune of Cabella was part of the Republic of Genoa in the late medieval and early modern era. It later became part of Piemonte, and adopted the suffix ""Ligure"", during the nineteenth century.",,,cb35a3e7-10a2-44bf-8798-4c984b6236a1,,,,,,,"https://it.wikipedia.org/wiki/Cabella_Ligure Cabella Ligure (Wikipedia)",,,,,,,,,,,,,,,,"http://www.geonames.org/3181340 Cabella Ligure","Cabella Ligure",,,,,,,,,,,,,,,,,,,,,,,"de Cabella",,,,,,,,,,,,,,,,,,,,
31010,Place,cidoc-crm:E48_Place_Name,steven.teasdale@alumni.utoronto.ca,true,,,,,,47236234-c290-4379-8fef-08cd3607ec7e,,,,,,,"https://en.wikipedia.org/wiki/A_Coru%C3%B1a A Coruña (Wikipedia)",,,,,,,,,,,,,,,,"http://www.geonames.org/3119841 A Coruña","A Coruña",,,,,,,,,,,,,,,,,,,,,,,"de Crugnono de Goaschonia ",,,,,,,,,,,,,,,,,,,,
31004,Place,cidoc-crm:E48_Place_Name,steven.teasdale@alumni.utoronto.ca,true,,,,,,a9d865d0-baa7-4df4-adfd-3e1d4da858f8,,,,,,,"https://en.wikipedia.org/wiki/Trapani Trapani (Wikipedia)",,,,,,,,,,,,,,,,"http://www.geonames.org/2522876 Trapani",Trapani,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
31003,Place,cidoc-crm:E48_Place_Name,steven.teasdale@alumni.utoronto.ca,true,,,,,,2e9c23e5-c76e-4db0-ac11-28fd66262624,,,,,,,,,,,,,,,,,,,,,,,,"The district (compagna) of Porta",,,,,,,,,,,,,,,,,,,,,,,,,,,26037,,,,,,,,,,,,,,,,
31002,Place,cidoc-crm:E48_Place_Name,steven.teasdale@alumni.utoronto.ca,true,,,,,,2e9c23e5-c76e-4db0-ac11-28fd66262624,,,,,,,,,,,,,,,,,,,,,,,,"The sub-district (conestagia) of Portafico",,,,,,,,,,,,,,,,,,,,,,,,,,,31003,,,,,,,,,,,,,,,,
30998,Place,cidoc-crm:E48_Place_Name,steven.teasdale@alumni.utoronto.ca,true,,,,,,aca511ee-aacf-486d-a441-e5e6804732c5,,,,,,,"https://it.wikipedia.org/wiki/Laigueglia Laigueglia (Wikipedia)",,,,,,,,,,,,,,,,"http://www.geonames.org/3175239 Laigueglia",Laigueglia,,,,,,,,,,,,,,,,,,,,,,,"de Lingueglia | de Leiguelia",,,,,,,,,,,,,,,,,,,,
30996,Place,cidoc-crm:E48_Place_Name,steven.teasdale@alumni.utoronto.ca,true,,,,,,2397d1e8-a231-4cd4-811d-2e65d50c0c9a,,,,,,,"https://it.wikipedia.org/wiki/Zoagli Zoagli (Wikipedia)",,,,,,,,,,,,,,,,"http://www.geonames.org/3163859 Zoagli",Zoagli,,,,,,,,,,,,,,,,,,,,,,,"de Zoalio",,,,,,,,,,,,,,,,,,,,
30994,Place,cidoc-crm:E48_Place_Name,steven.teasdale@alumni.utoronto.ca,true,,,,,,10611ad2-20b8-493a-9858-61229e99e94f,,,,,,,"https://it.wikipedia.org/wiki/Quarto_dei_Mille Quarto (Genova)",,,,,,,,,,,,,,,,"http://www.geonames.org/3169699 Quarto dei Mille","Quarto dei Mille",,,,,,,,,,,,,,,,,,,,,,,"de Quarto",,,,,,,,,,,,,,,,,,,,
30991,Place,cidoc-crm:E48_Place_Name,steven.teasdale@alumni.utoronto.ca,true,,,,,,63679a38-fc6d-46b1-a9c5-e4d2034debb6,,,,,,,"https://en.wikipedia.org/wiki/Monza Monza (Wikipedia)",,,,,,,,,,,,,,,,"http://www.geonames.org/3172629 Monza",Monza,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
30989,Place,cidoc-crm:E48_Place_Name,steven.teasdale@alumni.utoronto.ca,true,,,,,,34d1a6d2-c83f-4bd5-b4ea-09b84f25d185,,,,,,,"https://it.wikipedia.org/wiki/Borghetto_Santo_Spirito Borghetto Santo Spirito (Wikipedia)",,,,,,,,,,,,,,,,"http://www.geonames.org/3181832 Borghetto Santo Spirito","Borghetto Santo Spirito",,,,,,,,,,,,,,,,,,,,,,,"de Burgeto",,,,,,,,,,,,,,,,,,,,
30978,Place,cidoc-crm:E48_Place_Name,steven.teasdale@alumni.utoronto.ca,true,,,,,,7d42cf11-0726-4891-b24e-34c2250ea91b,,,,,,,"https://it.wikipedia.org/wiki/Ronco_Scrivia Ronco Scrivia (Wikipedia)",,,,,,,,,,,,,,,,"http://www.geonames.org/3168990 Ronco Scrivia","Ronco Scrivia",,,,,,,,,,,,,,,,,,,,,,,"de Ronco",,,,,,,,,,,,,,,,,,,,
30976,Place,cidoc-crm:E48_Place_Name,steven.teasdale@alumni.utoronto.ca,true,,,,,,440523da-119c-4bee-aa03-d51d419c9505,,,,,,,"https://en.wikipedia.org/wiki/Camogli Camogli (Wikipedia)",,,,,,,,,,,,,,,,"http://www.geonames.org/3181071 Camogli",Camogli,,,,,,,,,,,,,,,,,,,,,,,"de Camulio",,,,,,,,,,,,,,,,,,,,
27800,Place,cidoc-crm:E48_Place_Name,steven.teasdale@alumni.utoronto.ca,true,,,,,,ae9f498d-55a0-4ccf-8e7b-13fd1d53abcd,,,,,,,"https://en.wikipedia.org/wiki/Turin Torino (Wikipedia)",,,,,,,,,,,,,,,,"http://www.geonames.org/3165524 Turin",Turin,,,,,,,,,,,,,,,,,,,,,,,"The city of Turin (Torino).",,,,,,,,,,,,,,,,,,,,
27798,Place,cidoc-crm:E48_Place_Name,steven.teasdale@alumni.utoronto.ca,true,,,"The city of Ragusa, now Dubrovnik.",,,ca9b0d61-1af4-4f55-96f8-72ad948186b0,,,,,,,"https://en.wikipedia.org/wiki/Republic_of_Ragusa Republic of Ragusa (Wikipedia)",,,,,,,,,,,,,,,,"http://www.geonames.org/3201047 Dubrovnik",Ragusa,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
